Keyword,Reason-to_Flag,Country_Code,Valid_Country_Codes,Country,Compliance _Region
Classic Zi Xiu Tang Bee Pollen Kapseln,Tainted Products,ALL,,,
Claviceps paspal,Int'l Brazil - Prohibited Ingredient,BR,,,
Claviceps purpurea,Int'l - UK prohibits,UK,,,
Claviceps purpurea,Restricted Ingredient,ALL,,,
Clear Shot 3x Concentrate,Known Prohibited Products,ALL,,,
Clearance Sale,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Clearance Sale,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Clearance Sales,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Clearance_Sale,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Clearance_Sales,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Clearance*Sale,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Clearance*Sales,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Clematis,Int'l - UK prohibits,UK,,,
Clematis armandii,Restricted Ingredient,ALL,,,
Clematis montana,Restricted Ingredient,ALL,,,
Clenadrol-X,Prohibited Supplement Products,ALL,,,
Clenbuterol,"Substances identified by the Drug Enforcement Administration (DEA) as a drug or chemical of concern, such as:",ALL,,,
Climbing lily,Int'l - UK prohibits over 100 mg,UK,,,
Clindamycin,Prescription Antibiotics cannot be sold,ALL,,,
Clindamycin/Cleocin,Prescription Antibiotics cannot be sold,ALL,,,
Clinimix,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
Clinpro,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
Clobenzorex,Restricted Ingredient,ALL,,,
Clobetasol propionate,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Cloecin,Prescription Antibiotics cannot be sold,ALL,,,
Clofibrate,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Clomed,Steroid Products are prohibited,ALL,,,
Clomed-PCT,Prohibited Supplement Products,ALL,,,
Clomiphene citrate,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Clonazepam,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
Clonidine HCl,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
Clonorchiasis,CDC Diseases - analyze to see if this is a claim,ALL,,,
Clonorchis,CDC Diseases - analyze to see if this is a claim,ALL,,,
Clopidogrel Bisulfate,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
Clorazepate dipotassium,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Clorox,Trademark Terms,ALL,,,
Clostebol,Restricted Ingredient,ALL,,,
Clostridium botulinim,CDC Diseases - analyze to see if this is a claim,ALL,,,
Clostridium difficile Infection,CDC Diseases - analyze to see if this is a claim,ALL,,,
Clostridium perfringens,CDC Diseases - analyze to see if this is a claim,ALL,,,
Clostridium tetani,CDC Diseases - analyze to see if this is a claim,ALL,,,
Clotting Disorders,CDC Diseases - analyze to see if this is a claim,ALL,,,
Cloudhopper,Trademark Terms,ALL,,,
Cloxacillin,Prescription Antibiotics cannot be sold,ALL,,,
Cloxacillin/Cloxapen,Prescription Antibiotics cannot be sold,ALL,,,
Cloxapen,Prescription Antibiotics cannot be sold,ALL,,,
Clumpfoot Cabbage,Int'l - UK prohibits,UK,,,
Clyamax,Sexual Enhancement Products - prohibited,ALL,,,
CMV,CDC Diseases - analyze to see if this is a claim,ALL,,,
Cnidoscolus phyllacanthus (leaves and thorns),Int'l Brazil - Prohibited Ingredient,BR,,,
CoB9 Dietary Supplement,Prohibited Supplement Products,ALL,,,
cobalamin,Int'l - All of EU - daily concentration > 500μg (micrograms),EU,,,
Cobalt [II] oxide,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Cobalt metal powder,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Cobalt sulfate,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Cobalt sulfate heptahydrate,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Cobolt,Restricted Ingredient,ALL,,,
Coca,"Controlled Substance - not allowed to sell, claim to neutralize or replace|Int'l - Canada prohibits",ALL,,,
Coca Leaves,"Controlled Substance - not allowed to sell, claim to neutralize or replace|Int'l - Canada prohibits",ALL,,,
"Coca Leaves, including all variations of leaves, tea, and coca extract",Prohibited Supplement Products,ALL,,,
cocaine,"Controlled Substance - not allowed to sell, claim to neutralize or replace|Illegal Drugs|California Proposition 65|Int'l - Canada prohibits",ALL,,,
cocamide diethanolamine,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Coccidioidomycosis,CDC Diseases - analyze to see if this is a claim,ALL,,,
Cocculus indicus,Restricted Ingredient,ALL,,,
Cocculus laurifolius,Restricted Ingredient,ALL,,,
Cocculus orbiculatus,Restricted Ingredient,ALL,,,
Cocculus trilobus,Restricted Ingredient,ALL,,,
Cockstar,Sexual Enhancement Products - prohibited,ALL,,,
Cocoa,Trademark Terms,ALL,,,
Cocoa Touch,Trademark Terms,ALL,,,
Coconut oil diethanolamine condensate,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Coconut oil diethanolamine condensate (cocamide diethanolamine),"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Code Red,Known Prohibited Products,ALL,,,
codeine,"Controlled Substance - not allowed to sell, claim to neutralize or replace|Prescription Drugs & Ingredients - cannot be sold|Int'l - Canada prohibits",ALL,,,
Codeine phosphate,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Codeine Sulfate,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
Coenzyme Q10 (CoQ10),Int'l Brazil - Prohibited Ingredient - Maximum allowed dose: 200 mg,BR,,,
Coffee Fashion Slimming,Tainted Products,ALL,,,
cognitive,"Analyze for mental health claims - especially do not use ""cognitive wellbeing"" or similar",ALL,,,
Coke,Trademark Terms,ALL,,,
Coke oven emissions,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Colchicine,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Colchicum autumnale,Restricted Ingredient,ALL,,,
Colchicum corm,Restricted Ingredient,ALL,,,
Cold FX,Prohibited Supplement Products,ALL,,,
Colecalciferol,"Supplements - maximum daily dose on Amazon.de is 1,000 IU",DE,,,
Collagen Slim,Prohibited Supplement Products,ALL,,,
Collaudato,"Claims and awards must be substantiated by a note in the text with certifying or awarded body, study, publication or other evidence, and year. Certification must have been granted in the last two years. Example: ""Certified by [agency name] in [year]""",IT,,,
Colloidal Silver,Unapproved Remedies for Sexually Transmitted Diseases,ALL,,,
Colloidal Silver 500ppm (Liquid),Unapproved Remedies for Sexually Transmitted Diseases,ALL,,,
Colocynth,Int'l - UK prohibits,UK,,,
Colon Cancer Tea Formula,Unapproved Remedies for Cancer,ALL,,,
color as in picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
color as shown in picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
color_as_in_picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
color_as_shown_in_picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
color-as-in-picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
color-as-shown-in-picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
color*as*in*picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
color*as*shown*in*picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Colorado Tick Fever,CDC Diseases - analyze to see if this is a claim,ALL,,,
Colorectal,CDC Diseases - analyze to see if this is a claim,ALL,,,
Colorectal Cancer,CDC Diseases - analyze to see if this is a claim,ALL,,,
ColorSync,Trademark Terms,ALL,,,
ColorSync logo,Trademark Terms,ALL,,,
colour as in picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
colour as shown in picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
colour_as_in_picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
colour_as_in_picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
colour_as_shown_in_picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
colour_as_shown_in_picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
colour-as-in-picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
colour-as-in-picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
colour-as-shown-in-picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
colour-as-shown-in-picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
colour*as*in*picture,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
